4219.74  150
4233.85  100
4250.65  120
4369.86  120
4379.40   70
4379.55  150
4385.06  100
4391.99  200
4397.99  150
4409.30  150
4413.22  100
4421.39  100
4428.52  100
4428.63  100
4430.90  150
4430.94  150
4457.05  120
4522.72  100
4537.75   10
4540.38   10
4569.06  100
4704.40   15
4708.86   12
4710.07   10
4712.07   10
4715.35   15
4752.73   10
4788.93   12
4790.22   10
4827.34   10
4884.92   10
5005.16    4
5037.75   10
5144.94   10
5330.78   25
5341.09   20
5343.28    8
5400.56   60
5562.77    5
5656.66   10
5719.23    5
5748.30   12
5764.42   80
5804.45   12
5820.16   40
5852.49  500
5872.83  100
5881.90  100
5902.46   60
5906.43   60
5944.83  100
5965.47  100
5974.63  100
5975.53  120
5987.91   80
6030.00  100
6074.34  100
6096.16   80
6128.45   60
6143.06  100
6163.59  120
6182.15  250
6217.28  150
6266.50  150
6304.79   60
6334.43  100
6382.99  120
6402.25  200
6506.53  150
6532.88   60
6598.95  150
6652.09   70
6678.28   90
6717.04   20
6929.47  100
7024.05   90
7032.41  100
7051.29   50
7059.11   80
