3923.48    6
3933.66  230
3935.29    9
3946.04    6
3948.90   15
3957.05   17
3968.47  220
3972.57    8
3973.71   18
4097.10   50
4098.53   15
4098.57   15
4109.82   60
4110.28   30
4206.18   40
4220.07   50
4226.73   50
4240.46   15
4283.01   24
4289.36   22
4298.99   22
4302.53   25
4307.74   23
4318.65   22
4355.08   20
4425.44   25
4434.96   26
4435.69   25
4454.78   30
4455.89   28
4456.61   20
4472.04   20
4479.23   10
4489.18   20
4526.94   23
4578.55   22
4581.40   23
4581.47   23
4585.87   24
4585.96   24
4685.27   20
4716.74   30
4721.03   40
4799.97   40
4878.13   25
5001.48   70
5019.97   80
5021.14   40
5041.62   23
5188.85   25
5261.71   22
5262.24   23
5264.24   22
5265.56   24
5270.27   25
5285.27   60
5307.22   70
5339.19   50
5349.47   27
5512.98   23
5581.97   25
5588.76   27
5590.12   24
5594.47   26
5598.49   25
5601.29   24
5602.85   24
5857.45   30
5922.72   10
5923.69   10
6102.72   27
6122.22   29
6161.29   22
6162.17   30
6163.76   22
6166.44   24
6169.06   26
6169.56   28
6439.07   35
6449.81   30
6455.60   22
6456.87   80
6462.57   34
6471.66   29
6493.78   32
6499.65   28
6572.78   23
6717.69   30
7148.15   33
