4132.56   40
4132.62   40
4273.07   20
4273.13   20
4325.42    5
4325.47    5
4325.54    1
4602.83   13
4602.89   13
4671.65    6
4671.70    2
4678.06    3
4678.29    1
4881.32    4
4881.39    4
4881.49    1
4971.66    8
4971.75    8
5483.55  600
5485.65  600
6103.54  320
6103.65  320
6707.76 3600
6707.91 3600
