3903.86    4
3938.40    6
3984.21    1
3986.75    8
4054.69    2
4057.50   10
4075.06    3
4081.83    2
4165.10    4
4167.27   15
4351.91   20
4354.53    6
4380.38    6
4384.64    9
4390.59   10
4428.00    8
4433.99    9
4436.49    5
4436.60    4
4481.16   14
4481.33   12
4534.29    6
4571.10   28
4621.30    3
4702.99    7
4730.03   10
4739.59    6
4739.71    5
4851.10    7
5167.33   75
5172.68   22
5183.61  400
5264.21    8
5264.37    7
5345.98    1
5401.54    9
5509.60    2
5528.41    6
5711.09   30
5785.31    5
5785.56    4
5916.43    7
5918.16    6
6318.72   10
6319.24    9
6319.49    7
6346.74   10
6346.96    9
6545.97   11
6620.44    5
6620.57    6
6630.83    2
6781.45    7
6787.85    8
6812.86    7
6819.27    8
6894.90    4
6965.40    6
7060.41    8
