3906.18  150
3920.08  200
3994.84  100
3997.79  100
4057.04  300
4065.13  300
4088.34  500
4098.73  250
4109.25  100
4145.12  250
4250.58  150
4273.97 1000
4282.97  100
4292.92  600
4300.49  200
4317.81  500
4318.55  400
4319.58 1000
4322.98  150
4351.36  100
4355.48 3000
4362.64  500
4369.69  200
4376.12  800
4386.54  300
4399.97  200
4425.19  100
4431.69  500
4436.81  600
4453.92  600
4463.69  800
4475.01  800
4489.88  400
4502.35  600
4523.14  400
4556.61  200
4577.21  800
4582.98  300
4592.80  150
4615.29  500
4619.17 1000
4633.89  800
4658.88 2000
4680.40  500
4691.30  100
4694.36  200
4739.00 3000
4762.44  300
4765.74 1000
4811.76  300
4825.18  300
4832.08  800
4846.61  700
4857.20  150
4945.59  300
5022.40  200
5086.52  250
5125.73  400
5208.32  500
5308.66  200
5333.41  500
5468.17  200
5562.22  500
5570.29 2000
5580.39   80
5649.56  100
5681.89  400
5690.35  200
5832.86  100
5870.91 3000
5992.22  200
5993.85   60
6056.13   60
6420.18  300
6421.03  100
6456.29  200
6570.07  150
6699.23   60
6904.68  100
