4036.26   300
4083.77   200
4084.86    30
4130.66  1500
4132.43    20
4166.00   200
4216.04   500
4267.95   800
4283.10   100
4287.80   300
4297.60   200
4309.32   800
4323.00    20
4325.73   600
4326.74   200
4329.62   300
4350.33    80
4402.54    60
4405.23   400
4431.89    40
4488.98    60
4493.64    50
4505.92    40
4509.63   200
4523.17    60
4524.93   130
4554.03 65000
4573.85    40
4579.64    80
4599.75    30
4619.92    20
4628.33    25
4644.10   300
4673.62    30
4691.62    35
4700.43    20
4708.94   800
4726.44    40
4843.46   800
4847.14   300
4850.84   200
4877.65    30
4899.97   400
4902.90    15
4934.09 20000
4947.35     8
4957.15  1000
4997.81   300
5013.00  1000
5159.94    20
5267.03    20
5361.35   800
5391.60  1000
5421.05   200
5424.55   100
5428.79   200
5480.30   300
5519.05   200
5535.48  1000
5620.40    20
5680.18    10
5777.62   400
5784.18   800
5800.23   100
5805.69    20
5826.28   150
5853.68  2800
5907.64    15
5971.70   100
5981.25   800
5997.09   100
5999.85   300
6019.47   100
6063.12   200
6110.78   300
6135.83   400
6141.72 20000
6341.68   150
6378.91   500
6450.85    90
6482.91   150
6496.90 12000
6498.76   300
6527.31   150
6595.33  3000
6654.10   150
6675.27  1500
6693.84  1800
6769.62  1000
6865.69   600
6867.85   300
6874.09  1000
